manufacturer,model,engine_size,fuel_type,year_of_manufacture,mileage,price
Ford,Focus,1.0,Petrol,1986,196068,865.0
BMW,M5,5.0,Petrol,2001,146542,15920.0
VW,Polo,1.2,Petrol,1991,197989,920.0
Ford,Mondeo,1.4,Diesel,1998,138298,3853.0
Toyota,Prius,1.4,Hybrid,2016,25222,33405.0
BMW,M5,4.4,Petrol,2015,31542,85369.0
Porsche,911,3.0,Petrol,2003,96604,24489.0
Toyota,Prius,1.0,Hybrid,1998,85248,5812.0
Toyota,Yaris,1.0,Hybrid,1994,242309,932.0
VW,Polo,1.2,Petrol,1997,138677,2263.0
BMW,M5,4.0,Petrol,2015,41520,76740.0
VW,Golf,1.8,Petrol,2001,61739,7528.0
Toyota,RAV4,2.0,Petrol,1999,111423,7114.0
BMW,X3,2.0,Diesel,1996,226404,2213.0
Porsche,718 Cayman,4.0,Petrol,2006,129112,15318.0
VW,Passat,2.0,Petrol,2003,181730,4507.0
BMW,Z4,2.4,Petrol,2020,19083,52345.0
Ford,Focus,1.4,Petrol,1990,140073,2142.0
Toyota,RAV4,2.0,Petrol,2019,30103,46458.0
VW,Polo,1.0,Petrol,1991,120339,1599.0
Ford,Mondeo,2.0,Diesel,2021,5048,51871.0
VW,Golf,1.2,Petrol,2004,133048,4480.0
VW,Golf,1.4,Petrol,1999,139678,3289.0
VW,Passat,1.4,Diesel,2014,80785,18190.0
Toyota,Prius,1.0,Hybrid,1991,146614,2286.0
VW,Passat,1.4,Diesel,2016,64739,23159.0
VW,Golf,2.0,Hybrid,2020,8609,46155.0
BMW,X3,2.4,Diesel,2010,28828,28057.0
Porsche,718 Cayman,2.0,Petrol,1998,96558,8125.0
VW,Passat,1.4,Petrol,2003,141185,5287.0
Toyota,Prius,1.8,Hybrid,2020,17568,51593.0
VW,Golf,1.2,Diesel,2013,57057,14804.0
Toyota,RAV4,1.8,Hybrid,1996,66087,9139.0
Ford,Fiesta,1.4,Petrol,2007,130216,4962.0
Toyota,Prius,1.8,Hybrid,1993,196582,2296.0
Ford,Mondeo,1.6,Hybrid,1990,58874,4916.0
VW,Polo,1.0,Petrol,2007,133028,4210.0
Porsche,Cayenne,3.0,Diesel,2005,86617,21180.0
VW,Polo,1.0,Petrol,2010,83016,7465.0
Ford,Focus,1.8,Diesel,2018,44265,32628.0
Ford,Fiesta,1.0,Diesel,2001,113202,3365.0
Toyota,RAV4,2.0,Hybrid,1996,198592,3414.0
Ford,Mondeo,1.4,Diesel,2020,21079,37277.0
Ford,Mondeo,1.8,Hybrid,2017,64086,30496.0
BMW,Z4,2.4,Petrol,2000,126350,6720.0
Toyota,Yaris,1.4,Hybrid,2002,59989,8189.0
VW,Polo,1.6,Petrol,2018,20085,23857.0
Ford,Focus,1.4,Diesel,1990,200638,1348.0
VW,Golf,2.0,Petrol,2010,83444,12492.0
Ford,Focus,1.8,Petrol,2001,106663,6549.0
VW,Golf,1.8,Petrol,2002,118001,5398.0
Toyota,Prius,1.4,Hybrid,2013,26998,27077.0
VW,Polo,2.0,Diesel,1996,201564,1688.0
Toyota,Prius,1.4,Hybrid,1994,216335,1816.0
VW,Passat,1.6,Diesel,2015,37792,27412.0
VW,Polo,1.6,Diesel,2014,89914,12332.0
VW,Golf,1.4,Hybrid,2006,120470,7319.0
BMW,Z4,3.0,Petrol,2005,75998,15163.0
Toyota,Prius,1.4,Hybrid,2003,69083,10720.0
Toyota,RAV4,2.0,Hybrid,1990,258215,1333.0
Porsche,911,3.5,Petrol,1991,66112,14679.0
Toyota,Yaris,1.4,Petrol,2012,125015,8352.0
Ford,Fiesta,1.2,Petrol,2020,17375,23345.0
Toyota,RAV4,2.4,Hybrid,2004,117203,12492.0
Porsche,Cayenne,3.0,Petrol,1992,187408,3811.0
VW,Polo,1.2,Petrol,1993,41030,3459.0
BMW,Z4,3.0,Petrol,1992,189395,2616.0
Ford,Focus,1.0,Petrol,2009,84822,9744.0
Ford,Mondeo,1.6,Diesel,1997,200308,2284.0
Toyota,RAV4,1.8,Hybrid,2016,32780,42637.0
BMW,Z4,2.2,Petrol,1995,151570,3767.0
Ford,Mondeo,1.4,Petrol,2004,167943,4291.0
Toyota,Yaris,1.4,Petrol,2003,121327,4716.0
BMW,Z4,2.4,Petrol,2015,31247,35026.0
Ford,Focus,1.4,Petrol,2007,157600,5767.0
VW,Golf,1.4,Petrol,1996,183090,1875.0
Ford,Mondeo,1.4,Diesel,1994,210797,1594.0
Toyota,RAV4,2.0,Hybrid,2000,117436,8719.0
Toyota,RAV4,2.0,Hybrid,2015,45762,38910.0
VW,Passat,1.6,Diesel,1991,279648,782.0
Ford,Focus,1.4,Petrol,2021,9020,40864.0
Ford,Focus,2.0,Diesel,2016,23215,34034.0
Toyota,Prius,1.4,Hybrid,2002,132042,6331.0
VW,Polo,1.0,Petrol,2002,97330,3955.0
Toyota,Prius,1.0,Hybrid,2014,69284,18839.0
BMW,X3,2.0,Diesel,1999,73629,9298.0
Toyota,RAV4,2.2,Hybrid,1990,167930,3126.0
Ford,Fiesta,1.4,Petrol,2010,34988,11720.0
VW,Passat,2.0,Diesel,2005,111996,9520.0
Toyota,RAV4,2.0,Hybrid,1990,232232,1693.0
BMW,M5,4.4,Petrol,2022,5710,156771.0
Toyota,Yaris,1.2,Hybrid,2016,43488,21379.0
Ford,Focus,1.8,Diesel,1996,180680,2714.0
VW,Polo,2.0,Diesel,2018,31760,26220.0
Toyota,Yaris,1.0,Petrol,2013,80175,10492.0
VW,Polo,1.6,Petrol,2001,131151,3622.0
Toyota,Prius,1.4,Hybrid,2008,82072,13696.0
Ford,Focus,1.4,Petrol,2016,18857,27779.0
BMW,M5,5.0,Petrol,2014,74646,64910.0
BMW,M5,4.0,Petrol,2010,111815,34064.0
VW,Passat,1.8,Diesel,1997,215821,2230.0
VW,Golf,1.8,Diesel,1992,245006,983.0
VW,Polo,2.0,Petrol,2019,11830,29811.0
VW,Polo,1.6,Petrol,2012,49301,13476.0
BMW,Z4,2.4,Petrol,2006,109670,11390.0
Toyota,Prius,1.4,Hybrid,2009,97239,13145.0
BMW,M5,5.0,Petrol,1993,170135,7679.0
Ford,Focus,1.4,Petrol,2000,116047,5035.0
Toyota,Prius,1.0,Hybrid,2012,34573,20493.0
Toyota,RAV4,2.0,Petrol,2020,18044,53130.0
Ford,Mondeo,1.8,Diesel,2019,19060,39983.0
BMW,X3,3.0,Diesel,2021,14842,70575.0
Toyota,Prius,1.4,Hybrid,2013,68493,20963.0
Toyota,Prius,1.0,Hybrid,1995,125282,3537.0
Toyota,Prius,1.4,Hybrid,1990,274599,814.0
Toyota,Prius,1.4,Hybrid,2007,68470,14054.0
Ford,Fiesta,1.4,Petrol,2009,47445,10172.0
Toyota,Prius,1.0,Hybrid,2006,122661,7517.0
BMW,M5,4.0,Petrol,2011,55255,53989.0
Ford,Fiesta,1.4,Petrol,2006,8500,10395.0
Ford,Focus,1.8,Diesel,1996,109943,4808.0
Porsche,911,3.5,Petrol,2001,161404,13942.0
Ford,Focus,1.0,Diesel,2017,38302,23582.0
Toyota,RAV4,2.2,Petrol,2006,53178,17823.0
Toyota,RAV4,2.2,Petrol,2009,89562,17055.0
Toyota,RAV4,2.4,Hybrid,1993,171497,3869.0
Toyota,Prius,1.4,Hybrid,2013,52422,23258.0
VW,Passat,2.0,Diesel,2008,99288,12777.0
Toyota,Prius,1.0,Hybrid,2009,68570,13563.0
Ford,Mondeo,1.8,Diesel,2021,10682,47789.0
BMW,X3,3.0,Diesel,2013,47709,34246.0
Toyota,RAV4,2.4,Hybrid,2007,90226,18619.0
Toyota,RAV4,2.0,Hybrid,2001,150092,7196.0
Ford,Mondeo,1.8,Diesel,1991,158143,2331.0
Ford,Focus,1.8,Petrol,1988,210708,1165.0
Porsche,Cayenne,4.0,Diesel,1998,94829,14465.0
Ford,Fiesta,1.2,Petrol,1995,234544,844.0
VW,Passat,1.6,Diesel,2015,52436,25067.0
Ford,Mondeo,2.0,Diesel,2019,26635,40405.0
Ford,Focus,1.4,Petrol,2007,95667,9341.0
Toyota,RAV4,2.0,Hybrid,2014,50479,35354.0
Ford,Fiesta,1.0,Petrol,2006,96839,5050.0
Toyota,Prius,1.0,Hybrid,2005,81717,9500.0
Ford,Mondeo,1.6,Diesel,2012,70622,17262.0
Ford,Focus,1.0,Diesel,2011,73763,12615.0
VW,Polo,1.0,Petrol,1999,124854,2633.0
Toyota,Prius,1.0,Hybrid,1998,99453,5250.0
Ford,Fiesta,1.0,Petrol,2018,31318,17249.0
BMW,X3,3.0,Diesel,2001,195286,4992.0
Toyota,Yaris,1.4,Petrol,1997,129102,2976.0
VW,Passat,1.8,Petrol,1992,160392,2460.0
Toyota,Prius,1.0,Hybrid,1996,148590,3140.0
VW,Polo,1.2,Petrol,2013,79242,10253.0
Ford,Mondeo,1.6,Diesel,2000,151013,4246.0
Ford,Focus,1.4,Petrol,2001,85937,6710.0
Ford,Mondeo,2.0,Diesel,2018,48000,33308.0
Toyota,Prius,1.4,Hybrid,1998,193576,2901.0
VW,Polo,1.4,Petrol,2012,114050,8053.0
Ford,Fiesta,1.4,Petrol,2012,106863,8281.0
Ford,Mondeo,1.4,Diesel,2006,106185,8417.0
Toyota,RAV4,2.4,Hybrid,2012,58590,32198.0
BMW,X3,3.0,Diesel,1993,155080,4124.0
VW,Polo,1.2,Petrol,2006,160200,3460.0
BMW,X3,2.4,Diesel,2008,96793,15778.0
Ford,Focus,1.8,Petrol,2009,108749,10992.0
Ford,Mondeo,1.8,Diesel,1997,196559,2504.0
VW,Passat,1.8,Diesel,2013,57796,22490.0
VW,Golf,1.8,Petrol,2014,46453,19726.0
BMW,X3,2.0,Petrol,2015,62830,27644.0
Toyota,Prius,1.4,Hybrid,2019,23552,41185.0
VW,Passat,1.4,Diesel,2018,19809,34709.0
VW,Polo,1.4,Petrol,2001,99809,4300.0
Ford,Fiesta,1.0,Petrol,2007,70450,6489.0
VW,Polo,2.0,Petrol,2000,169625,2766.0
Toyota,RAV4,2.2,Hybrid,2012,110157,21505.0
Ford,Focus,1.0,Diesel,1999,98531,4762.0
Porsche,911,2.6,Petrol,2007,92426,30674.0
BMW,X3,2.0,Diesel,1990,111932,3878.0
BMW,Z4,2.0,Petrol,1999,162921,4269.0
Ford,Mondeo,1.8,Diesel,2017,15688,35639.0
Toyota,Yaris,1.4,Hybrid,1993,112485,3108.0
Toyota,Prius,1.4,Hybrid,2007,84641,12585.0
BMW,Z4,2.2,Petrol,1996,55374,8162.0
VW,Golf,1.6,Diesel,2007,63685,10978.0
Ford,Fiesta,1.2,Petrol,2019,27689,20622.0
VW,Polo,1.0,Petrol,2003,79216,4806.0
Ford,Focus,1.4,Petrol,1997,153781,3055.0
Ford,Fiesta,1.4,Petrol,2006,97603,5942.0
Ford,Mondeo,2.0,Diesel,2006,95579,10873.0
VW,Golf,2.0,Petrol,2012,56403,17099.0
Ford,Fiesta,1.0,Petrol,1992,281239,408.0
VW,Polo,1.4,Petrol,2020,15384,26160.0
VW,Polo,1.6,Petrol,2011,80957,10240.0
Toyota,Prius,1.4,Hybrid,1996,173346,3023.0
BMW,Z4,2.2,Petrol,2016,54671,31105.0
Toyota,Prius,1.4,Hybrid,2000,156418,4549.0
Toyota,Prius,1.4,Hybrid,1994,181367,2470.0
Toyota,Yaris,1.4,Petrol,1997,196721,1692.0
BMW,X3,2.0,Diesel,2014,67278,26372.0
BMW,X3,2.0,Diesel,2010,38260,24242.0
VW,Polo,1.2,Petrol,1989,163396,1084.0
Ford,Focus,1.8,Petrol,1996,189638,2392.0
VW,Golf,1.8,Petrol,1994,192087,1721.0
VW,Golf,2.0,Petrol,1994,194192,1781.0
VW,Polo,1.2,Petrol,2016,32189,16886.0
BMW,Z4,3.0,Petrol,2011,94494,19870.0
Porsche,718 Cayman,2.0,Petrol,2003,138094,8259.0
Ford,Focus,1.4,Petrol,2009,86575,11388.0
VW,Polo,2.0,Diesel,2002,153472,3798.0
VW,Golf,1.2,Diesel,1998,179200,2154.0
VW,Passat,1.6,Diesel,2016,76624,22864.0
BMW,M5,5.0,Petrol,1997,56492,23550.0
BMW,Z4,3.0,Petrol,2017,42487,41869.0
Ford,Mondeo,2.0,Hybrid,2002,146982,6407.0
Toyota,Yaris,1.0,Hybrid,2003,59425,7425.0
BMW,X3,2.0,Diesel,2004,147569,7456.0
Ford,Fiesta,1.4,Petrol,2001,151350,2807.0
VW,Passat,1.8,Diesel,2013,75777,19970.0
Toyota,Prius,1.0,Hybrid,2017,29274,29492.0
Toyota,Prius,1.8,Hybrid,2003,131103,7730.0
Porsche,718 Cayman,2.4,Petrol,2012,33142,34300.0
Ford,Mondeo,1.8,Diesel,1988,248580,859.0
Ford,Mondeo,2.0,Diesel,2005,83058,11117.0
VW,Polo,1.2,Petrol,1995,96295,2737.0
BMW,X3,2.0,Petrol,2001,190934,4032.0
BMW,M5,4.4,Petrol,2011,53197,57366.0
Ford,Focus,1.4,Petrol,1992,231338,1114.0
Toyota,Prius,1.4,Hybrid,2007,130426,8949.0
Ford,Fiesta,1.4,Petrol,2000,150827,2637.0
BMW,X3,2.4,Diesel,1995,97814,6583.0
Toyota,RAV4,2.4,Hybrid,1991,122658,5035.0
Toyota,RAV4,2.0,Hybrid,2018,33671,51088.0
VW,Polo,1.0,Petrol,1986,360154,131.0
Ford,Fiesta,1.4,Diesel,1992,123186,2024.0
VW,Polo,1.2,Petrol,2003,108843,4255.0
Toyota,Prius,1.4,Hybrid,2019,33130,38995.0
Ford,Focus,2.0,Diesel,1997,93406,6117.0
VW,Golf,1.8,Petrol,2019,2000,35313.0
Toyota,Yaris,1.2,Petrol,1986,256473,438.0
Ford,Mondeo,1.6,Diesel,2007,104269,9756.0
VW,Polo,1.6,Petrol,2001,191492,2192.0
Toyota,Yaris,1.4,Petrol,1996,110356,3215.0
VW,Golf,1.6,Diesel,2010,97652,10603.0
BMW,Z4,2.2,Petrol,1998,191989,3267.0
VW,Polo,1.2,Petrol,2002,99033,4280.0
VW,Polo,2.0,Petrol,1993,251729,835.0
Porsche,911,2.2,Petrol,2019,27838,95238.0
Ford,Focus,1.0,Petrol,1988,162364,1320.0
Ford,Focus,1.6,Petrol,1985,218011,842.0
VW,Passat,2.0,Diesel,1991,59255,5418.0
Ford,Fiesta,1.4,Petrol,2013,74688,11132.0
Toyota,RAV4,2.0,Hybrid,2019,37821,53292.0
Ford,Mondeo,1.8,Hybrid,2016,59658,29362.0
Toyota,Prius,1.0,Hybrid,1993,237070,1190.0
Porsche,Cayenne,3.5,Petrol,2006,88529,22977.0
VW,Passat,2.0,Diesel,2011,81260,17742.0
VW,Polo,1.6,Petrol,2010,65832,10610.0
Porsche,Cayenne,3.5,Petrol,1990,286407,1460.0
VW,Passat,1.4,Petrol,1995,126842,3475.0
Toyota,RAV4,2.0,Hybrid,1988,327541,604.0
VW,Golf,2.0,Hybrid,2017,49514,29906.0
VW,Passat,1.4,Petrol,2008,129176,8118.0
Toyota,Yaris,1.2,Petrol,1985,239410,480.0
VW,Polo,1.0,Petrol,2002,79991,4472.0
Toyota,Prius,1.8,Hybrid,2010,47035,22328.0
Toyota,Yaris,1.4,Hybrid,1998,182396,2459.0
Ford,Focus,1.0,Diesel,1993,68318,3940.0
Ford,Mondeo,2.0,Diesel,2017,53913,30029.0
Ford,Mondeo,1.8,Diesel,2012,31021,23442.0
VW,Golf,1.6,Hybrid,1998,225047,1896.0
Toyota,Yaris,1.4,Petrol,1995,124107,2708.0
BMW,M5,5.0,Petrol,1990,189323,5333.0
VW,Golf,2.0,Diesel,2009,73528,13136.0
BMW,Z4,2.4,Petrol,2015,42816,32709.0
Toyota,Prius,1.4,Hybrid,2016,52086,28468.0
Ford,Mondeo,1.4,Diesel,2015,57649,21472.0
BMW,Z4,3.0,Petrol,2011,94461,19875.0
VW,Golf,1.4,Petrol,2002,122570,4596.0
BMW,Z4,3.0,Petrol,2013,94691,22672.0
Porsche,911,3.0,Petrol,1991,294135,2001.0
VW,Passat,1.4,Diesel,2013,71904,18080.0
Toyota,Yaris,1.0,Hybrid,2017,38436,21505.0
Ford,Focus,2.0,Petrol,2005,171236,5381.0
Toyota,Prius,1.0,Hybrid,1993,108611,3516.0
VW,Golf,1.4,Petrol,2016,45075,20047.0
VW,Golf,1.4,Hybrid,2012,34004,19685.0
Toyota,Prius,1.4,Hybrid,2005,120233,8478.0
Ford,Mondeo,1.4,Diesel,2006,146548,6146.0
Toyota,Yaris,1.2,Petrol,2012,74447,11182.0
Toyota,Prius,1.0,Hybrid,2000,210119,2421.0
Ford,Fiesta,1.4,Petrol,1994,106820,2495.0
Ford,Fiesta,1.2,Petrol,2017,63623,14485.0
Toyota,RAV4,2.4,Hybrid,2005,81397,17337.0
Ford,Focus,1.0,Petrol,2020,18714,30677.0
VW,Passat,1.8,Diesel,1990,94063,3791.0
Toyota,Yaris,1.4,Hybrid,1992,139418,2357.0
VW,Passat,1.6,Petrol,2005,51200,12352.0
Ford,Mondeo,1.6,Diesel,1987,180442,1394.0
Toyota,Prius,1.8,Hybrid,2003,65597,12440.0
Toyota,Prius,1.0,Hybrid,2005,177518,4493.0
BMW,Z4,3.0,Petrol,2001,181789,5091.0
BMW,Z4,2.2,Petrol,1992,179024,2450.0
BMW,M5,5.0,Petrol,1997,158977,11009.0
Toyota,Prius,1.0,Hybrid,2011,91143,13263.0
Ford,Mondeo,1.8,Diesel,2021,7767,48523.0
VW,Golf,1.2,Petrol,2018,39622,21917.0
VW,Golf,1.2,Petrol,2017,30519,21629.0
Ford,Focus,1.8,Petrol,2011,83428,15083.0
BMW,M5,5.0,Petrol,2010,58036,55476.0
VW,Passat,1.8,Diesel,2009,126003,10591.0
Ford,Mondeo,1.4,Diesel,2004,74247,9244.0
BMW,Z4,2.4,Petrol,1993,159170,3234.0
Toyota,RAV4,1.8,Hybrid,2004,131902,9651.0
Ford,Fiesta,1.0,Petrol,1995,66882,2985.0
BMW,Z4,2.2,Petrol,1997,94937,6670.0
BMW,M5,5.0,Petrol,2010,78152,48541.0
VW,Passat,1.4,Petrol,2012,58440,17599.0
Ford,Focus,1.0,Hybrid,1990,192319,1401.0
VW,Polo,1.0,Petrol,1988,126081,1252.0
VW,Polo,1.0,Petrol,1997,77280,3265.0
VW,Passat,1.6,Diesel,2019,23581,38843.0
Toyota,Yaris,1.4,Petrol,2018,25368,24447.0
Ford,Focus,1.8,Petrol,1996,147612,3409.0
Toyota,Yaris,1.0,Hybrid,1998,203407,1730.0
Toyota,RAV4,1.8,Hybrid,2017,23082,48164.0
Ford,Focus,1.4,Hybrid,2010,79288,15368.0
VW,Golf,2.0,Diesel,2001,58745,8495.0
BMW,X3,3.0,Petrol,2019,23376,56138.0
Ford,Focus,1.6,Petrol,1992,305350,596.0
Ford,Mondeo,1.4,Diesel,2018,30073,31011.0
Toyota,RAV4,2.2,Petrol,2010,81188,19333.0
VW,Polo,1.0,Diesel,2008,114991,5434.0
Toyota,RAV4,2.2,Hybrid,2016,61365,39534.0
Ford,Focus,1.6,Petrol,1991,246712,968.0
Porsche,911,2.2,Petrol,1999,152687,10397.0
BMW,M5,4.0,Petrol,1999,161098,11054.0
VW,Polo,1.6,Petrol,1987,251144,503.0
Toyota,Prius,1.4,Hybrid,1995,273316,1150.0
VW,Passat,1.8,Diesel,2000,133314,5488.0
Ford,Focus,1.8,Petrol,2017,35228,30685.0
Ford,Mondeo,2.0,Diesel,2020,20508,44695.0
VW,Polo,1.4,Petrol,1992,142580,1697.0
Toyota,RAV4,1.8,Hybrid,1987,94054,4135.0
VW,Golf,1.8,Petrol,2000,141900,3916.0
VW,Polo,2.0,Petrol,2013,5000,20707.0
VW,Golf,2.0,Petrol,2009,71440,12687.0
Ford,Fiesta,1.4,Petrol,2012,62055,11326.0
VW,Polo,1.6,Petrol,2004,151898,3744.0
BMW,X3,2.0,Petrol,2021,12946,55439.0
Toyota,Yaris,1.0,Hybrid,2010,36544,13637.0
Toyota,Yaris,1.0,Petrol,2001,129635,3270.0
Ford,Mondeo,2.0,Petrol,2010,61298,17106.0
BMW,X3,2.4,Petrol,2011,66393,22658.0
VW,Golf,1.8,Petrol,2001,70617,7100.0
Toyota,Yaris,1.0,Petrol,2003,94332,4875.0
Toyota,Yaris,1.0,Petrol,2018,28934,20248.0
Ford,Focus,1.4,Diesel,2020,15924,38694.0
Toyota,Yaris,1.4,Hybrid,1996,220400,1539.0
Toyota,RAV4,2.2,Hybrid,1999,126742,7961.0
Toyota,Prius,1.0,Hybrid,1992,132093,2746.0
VW,Polo,2.0,Petrol,2014,18452,20613.0
Toyota,Prius,1.8,Hybrid,2006,140204,8783.0
Toyota,RAV4,2.4,Hybrid,1993,129564,5452.0
Toyota,Prius,1.4,Hybrid,2003,67582,10828.0
VW,Passat,1.6,Diesel,2001,157939,4530.0
Ford,Focus,1.8,Petrol,2015,37345,26521.0
VW,Golf,2.0,Petrol,2018,27396,30386.0
Porsche,911,3.0,Petrol,2005,150817,18393.0
Toyota,Prius,1.4,Hybrid,2012,80030,18136.0
VW,Polo,1.2,Petrol,2005,124128,4327.0
Ford,Focus,1.8,Petrol,1993,161450,2490.0
Porsche,Cayenne,4.0,Diesel,2007,121110,21663.0
Toyota,RAV4,2.4,Hybrid,2014,63805,35567.0
Ford,Mondeo,1.6,Diesel,2014,50295,22495.0
Toyota,RAV4,1.8,Petrol,1993,191460,2352.0
VW,Passat,2.0,Diesel,2003,10000,16087.0
VW,Polo,1.4,Petrol,1997,181837,1707.0
Ford,Fiesta,1.2,Petrol,2005,98950,5096.0
VW,Polo,1.6,Petrol,2010,119826,7209.0
Ford,Focus,1.4,Petrol,1997,202987,2006.0
Toyota,Prius,1.8,Hybrid,2019,33481,44126.0
BMW,X3,2.4,Diesel,2007,102669,14140.0
VW,Passat,1.8,Diesel,1991,274130,874.0
Toyota,RAV4,2.0,Petrol,2012,67769,23069.0
Toyota,Prius,1.0,Hybrid,2017,25655,30105.0
VW,Golf,1.6,Petrol,1999,166805,2813.0
Ford,Fiesta,1.4,Petrol,2019,15040,23889.0
Toyota,Prius,1.4,Hybrid,1998,118214,5399.0
VW,Polo,1.0,Petrol,2008,52749,7986.0
Porsche,Cayenne,4.0,Petrol,1996,142887,8345.0
VW,Passat,2.0,Diesel,2017,47578,33006.0
Toyota,Prius,1.0,Hybrid,1997,140879,3573.0
VW,Polo,1.0,Petrol,1996,144412,1846.0
Toyota,Prius,1.8,Hybrid,1993,189311,2446.0
Ford,Focus,1.0,Petrol,2012,117357,9376.0
Ford,Fiesta,1.2,Petrol,2017,37855,17013.0
VW,Golf,1.8,Hybrid,1998,216149,2179.0
VW,Golf,1.8,Petrol,1995,217214,1473.0
VW,Golf,1.2,Diesel,1999,154974,2823.0
Porsche,911,2.2,Petrol,2016,33584,75435.0
BMW,M5,4.4,Petrol,2016,45287,84090.0
Ford,Mondeo,1.6,Diesel,1985,261109,590.0
Ford,Mondeo,1.8,Diesel,2014,84359,19043.0
Ford,Focus,1.8,Petrol,1991,129461,2824.0
Ford,Fiesta,1.2,Petrol,2004,112874,4299.0
Toyota,RAV4,1.8,Hybrid,2000,173865,5237.0
VW,Polo,1.6,Petrol,2008,103036,7159.0
Ford,Mondeo,1.4,Diesel,2013,45628,20261.0
Ford,Fiesta,1.0,Petrol,2017,27493,16494.0
VW,Golf,1.6,Petrol,2010,130601,7868.0
BMW,Z4,2.0,Petrol,2004,101199,9690.0
Toyota,Yaris,1.4,Hybrid,2008,102407,9109.0
VW,Golf,1.6,Petrol,1995,187247,1809.0
VW,Golf,1.4,Petrol,1988,305223,359.0
Ford,Focus,1.6,Petrol,1999,138024,4241.0
BMW,M5,5.0,Petrol,1999,162738,12191.0
Ford,Fiesta,1.0,Petrol,2003,111076,3722.0
Ford,Fiesta,1.2,Petrol,2014,33128,14321.0
VW,Golf,1.4,Petrol,1994,170482,1828.0
Ford,Mondeo,2.0,Diesel,2017,21468,36400.0
Toyota,Yaris,1.4,Petrol,1997,91025,3959.0
Toyota,RAV4,1.8,Petrol,2007,79843,14451.0
Ford,Fiesta,1.0,Petrol,2019,10198,20716.0
Porsche,718 Cayman,2.0,Petrol,1989,126706,3553.0
VW,Polo,1.4,Petrol,2003,69567,6071.0
Ford,Focus,1.8,Diesel,2005,105985,9024.0
Ford,Mondeo,2.0,Diesel,2018,37657,35460.0
Toyota,Prius,1.4,Hybrid,1998,87529,6768.0
Toyota,Prius,1.4,Hybrid,2011,63151,19003.0
VW,Passat,1.6,Petrol,1996,220903,1789.0
Ford,Fiesta,1.2,Petrol,2005,115440,4507.0
VW,Passat,2.0,Petrol,2002,135924,6166.0
Toyota,RAV4,2.2,Hybrid,2015,39853,42295.0
Toyota,Prius,1.0,Hybrid,1998,153047,3460.0
Toyota,Prius,1.8,Hybrid,2009,57372,19575.0
Ford,Mondeo,1.6,Diesel,2022,4030,49852.0
Toyota,RAV4,2.4,Hybrid,1994,245033,2153.0
VW,Golf,1.6,Petrol,1993,273582,723.0
BMW,X3,3.0,Diesel,2015,40234,40950.0
Toyota,RAV4,2.2,Petrol,1993,160194,3395.0
Ford,Fiesta,1.2,Petrol,1990,171569,1054.0
Ford,Fiesta,1.0,Diesel,2016,25857,16352.0
VW,Golf,1.2,Petrol,1997,224715,1284.0
BMW,Z4,2.2,Petrol,1987,213115,1302.0
VW,Passat,2.0,Diesel,1999,236735,2222.0
Ford,Focus,1.0,Diesel,2020,27791,30620.0
Toyota,RAV4,2.2,Hybrid,2014,52543,36604.0
Toyota,RAV4,2.2,Hybrid,1990,175333,2936.0
Ford,Mondeo,1.8,Petrol,2019,36223,34539.0
Ford,Fiesta,1.2,Petrol,1997,207430,1231.0
Toyota,Yaris,1.4,Hybrid,2004,115706,6316.0
VW,Golf,1.6,Petrol,1993,214656,1243.0
BMW,X3,3.0,Diesel,1999,87145,10372.0
VW,Passat,1.6,Diesel,2005,80815,10670.0
Ford,Fiesta,1.2,Petrol,2020,27144,22112.0
VW,Polo,2.0,Petrol,2009,52192,12115.0
VW,Passat,1.8,Petrol,2008,96860,11750.0
BMW,Z4,2.4,Petrol,2001,200911,3854.0
VW,Polo,1.2,Petrol,2010,39923,10815.0
Ford,Fiesta,1.2,Diesel,2004,120052,4274.0
Ford,Fiesta,1.0,Petrol,2003,114378,3630.0
VW,Passat,2.0,Diesel,2001,181796,4139.0
Porsche,911,3.5,Petrol,2005,110347,27310.0
VW,Polo,2.0,Petrol,2004,122681,5285.0
Toyota,Prius,1.4,Hybrid,2017,25793,35593.0
Ford,Focus,1.4,Petrol,2018,33603,29204.0
Toyota,Prius,1.8,Hybrid,2013,47606,27175.0
VW,Golf,1.6,Petrol,1991,216950,1066.0
Ford,Fiesta,1.4,Petrol,2008,61905,8683.0
Porsche,911,3.5,Petrol,2010,74667,49201.0
Toyota,RAV4,1.8,Hybrid,2001,178452,5384.0
BMW,M5,4.4,Petrol,2016,53400,79959.0
Ford,Focus,2.0,Petrol,2017,32170,32927.0
VW,Passat,1.4,Diesel,2000,93871,6522.0
VW,Passat,1.4,Petrol,2002,118076,5930.0
VW,Golf,1.8,Diesel,2014,34972,22191.0
VW,Golf,2.0,Diesel,2005,84032,9360.0
Porsche,718 Cayman,2.4,Petrol,2001,132618,8270.0
Toyota,RAV4,1.8,Hybrid,2020,18405,60365.0
VW,Golf,1.6,Petrol,1998,127920,3610.0
VW,Passat,1.8,Diesel,2017,21844,36407.0
Ford,Focus,2.0,Petrol,1993,176355,2314.0
Ford,Focus,1.8,Petrol,2007,77222,12059.0
BMW,Z4,2.0,Petrol,1987,255330,844.0
BMW,X3,2.0,Diesel,2003,143812,7191.0
Ford,Focus,1.0,Petrol,2014,41670,18021.0
Toyota,Prius,1.8,Hybrid,2000,174376,4437.0
